GSM,-6.151657104,53.43955994
GSM,-6.361542,53.439331
GSM,-6.274567,53.438873
GSM,-6.240234,53.438787
GSM,-6.34176,53.438679
GSM,-6.27388,53.438187
GSM,-6.142044067,53.43818665
GSM,-6.154403687,53.43818665
GSM,-6.155776978,53.43818665
GSM,-6.291732788,53.43818665
GSM,-6.337051392,53.43818665
GSM,-6.338424683,53.43818665
GSM,-6.473608,53.437509
GSM,-6.295501,53.437293
GSM,-6.160927,53.437157
GSM,-6.247694,53.43691
GSM,-6.140670776,53.43681335
GSM,-6.210708618,53.43681335
GSM,-6.239547729,53.43681335
GSM,-6.228561,53.436813
GSM,-6.248947,53.436635
GSM,-6.165225,53.436102
GSM,-6.374131,53.435989
GSM,-6.469467,53.435928
GSM,-6.122818,53.435898
GSM,-6.353977,53.435613
GSM,-6.034927368,53.43544006
GSM,-6.129684448,53.43544006
GSM,-6.131057739,53.43544006
GSM,-6.175003052,53.43544006
GSM,-6.229934692,53.43544006
GSM,-6.235427856,53.43544006
GSM,-6.349411011,53.43544006
GSM,-6.467514038,53.43544006
GSM,-6.212151,53.43544
GSM,-6.214828,53.43544
GSM,-6.350098,53.43544
GSM,-6.211542,53.434799
GSM,-6.123505,53.434753
GSM,-6.239312,53.434729
GSM,-6.181046,53.434685
GSM,-6.124191,53.434067
GSM,-6.136551,53.434067
GSM,-6.135177612,53.43406677
GSM,-6.181869507,53.43406677
GSM,-6.295852661,53.43406677
GSM,-6.298599243,53.43406677
GSM,-6.335678101,53.43406677
GSM,-6.271757,53.433737
GSM,-6.344382,53.433488
GSM,-6.171397,53.433389
GSM,-6.212769,53.43338
GSM,-6.330356,53.433286
GSM,-6.213315,53.43327
GSM,-6.468904,53.433054
GSM,-6.216545,53.433037
GSM,-6.174866,53.432968
GSM,-6.469886,53.432943
GSM,-6.456725,53.43289
GSM,-6.2134552,53.43269348
GSM,-6.332931,53.432693
GSM,-6.26232,53.432572
GSM,-6.183534,53.431715
GSM,-6.508462,53.431571
GSM,-6.129684448,53.43132019
GSM,-6.154403687,53.43132019
GSM,-6.229934692,53.43132019
GSM,-6.239547729,53.43132019
GSM,-6.251907349,53.43132019
GSM,-6.342544556,53.43132019
GSM,-6.12854,53.431091
GSM,-6.186908,53.431029
GSM,-6.21359,53.430909
GSM,-6.214878,53.430824
GSM,-6.339994,53.430732
GSM,-6.210159,53.430496
GSM,-6.299134,53.430329
GSM,-6.230621,53.43029
GSM,-6.22966,53.430222
GSM,-6.230278,53.430119
GSM,-6.337738,53.429947
GSM,-6.154403687,53.4299469
GSM,-6.168136597,53.4299469
GSM,-6.246414185,53.4299469
GSM,-6.249160767,53.4299469
GSM,-6.341171265,53.4299469
GSM,-6.353530884,53.4299469
GSM,-6.471633911,53.4299469
GSM,-6.238785,53.429489
GSM,-6.244679,53.429296
GSM,-6.214829,53.42926
GSM,-6.234207,53.428981
GSM,-6.338294,53.428574
GSM,-6.124191284,53.42857361
GSM,-6.129684448,53.42857361
GSM,-6.133804321,53.42857361
GSM,-6.153030396,53.42857361
GSM,-6.177749634,53.42857361
GSM,-6.221694946,53.42857361
GSM,-6.231307983,53.42857361
